Protein_id	Subfamily	Clade	Subclade	Group	Subgroup
Bac226_279159529_tax	1	20524	20522	20585	pbt_Bac226_279159529_tax
Bac226_397790925_tax	1	20524	20522	20585	tbl_Bac226_397790925_tax
Bac226_34608494_tax	1	20524	20522	20585	20600
Bac226_190041081_tax	1	20524	20522	20585	20600
Bac226_121367839_tax	1	20524	20522	20585	20601
Bac226_423759780_tax	1	20524	20522	20585	20601
Bac226_178816956_tax	1	20524	20522	20585	tbl_Bac226_178816956_tax
Bac226_34657016_tax	1	20524	20522	20585	20603
Bac226_387276790_tax	1	20524	20522	20585	20603
Bac226_369457173_tax	1	20524	20522	pb_20606	tbl_Bac226_369457173_tax
Bac226_416688853_tax	1	20524	20522	pb_20606	tbl_Bac226_416688853_tax
Bac226_373844409_tax	1	20524	20522	20610	20612
Bac226_60955772_tax	1	20524	20522	20610	20612
Bac226_349824419_tax	1	20524	20522	20610	20612
Bac226_230750559_tax	1	20524	20522	20610	20612
Bac226_281169238_tax	1	20524	20522	20610	tbl_Bac226_281169238_tax
Bac226_64960162_tax	1	20524	20522	20610	tbl_Bac226_64960162_tax
Bac226_227180999_tax	1	20524	20522	20617	pbt_Bac226_227180999_tax
Bac226_328239128_tax	1	20524	20522	20617	pbt_Bac226_328239128_tax
Bac226_219754244_tax	1	20524	20522	20617	tbl_Bac226_219754244_tax
Bac226_320440190_tax	1	20524	20522	pb_20609	tbl_Bac226_320440190_tax
Bac226_377356603_tax	1	20524	20522	pb_20609	tbl_Bac226_377356603_tax
Bac226_175360115_tax	1	20524	20522	20619	tbl_Bac226_175360115_tax
Bac226_21577281_tax	1	20524	20522	20619	tbl_Bac226_21577281_tax
Bac226_181589811_tax	1	20524	20522	20619	tbl_Bac226_181589811_tax
Bac226_71910601_tax	1	20524	20522	20622	tbl_Bac226_71910601_tax
Bac226_117140848_tax	1	20524	20522	20622	tbl_Bac226_117140848_tax
Bac226_71081337_tax	1	20524	20522	20622	tbl_Bac226_71081337_tax
Bac226_6104973_tax	1	20524	20522	20624	tbl_Bac226_6104973_tax
Bac226_240638936_tax	1	20524	20522	20624	tbl_Bac226_240638936_tax
Bac226_275385837_tax	1	20524	20522	20624	tbl_Bac226_275385837_tax
Bac226_287080787_tax	1	20524	20522	20624	tbl_Bac226_287080787_tax
Bac226_375117376_tax	1	20524	20522	20624	20631
Bac226_149805526_tax	1	20524	20522	20624	20631
Bac226_40132451_tax	1	20524	20522	20624	tbl_Bac226_40132451_tax
Bac226_66625588_tax	1	20524	20522	20624	tbl_Bac226_66625588_tax
Bac226_327110606_tax	1	20524	20522	20624	tbl_Bac226_327110606_tax
Bac226_120700446_tax	1	20524	20522	20624	tbl_Bac226_120700446_tax
Bac226_10090687_tax	1	20524	20522	20633	tbl_Bac226_10090687_tax
Bac226_372048594_tax	1	20524	20522	20633	tbl_Bac226_372048594_tax
Bac226_113033147_tax	1	20524	20522	20633	tbl_Bac226_113033147_tax
Bac226_399082219_tax	1	20524	20522	20633	tbl_Bac226_399082219_tax
Bac226_3045802_tax	1	20524	20522	20633	tbl_Bac226_3045802_tax
Bac226_38543915_tax	1	20524	20522	20633	tbl_Bac226_38543915_tax
Bac226_155576654_tax	1	20524	20522	20633	tbl_Bac226_155576654_tax
Bac226_149272510_tax	1	20524	20522	20633	tbl_Bac226_149272510_tax
Bac226_386222393_tax	1	20524	20522	20633	tbl_Bac226_386222393_tax
Bac226_7562260_tax	1	20524	20522	20633	tbl_Bac226_7562260_tax
Bac226_101372111_tax	1	20524	20522	20633	tbl_Bac226_101372111_tax
Bac226_158127228_tax	1	20524	20522	20633	tbl_Bac226_158127228_tax
Bac226_351335168_tax	1	20524	20522	20633	tbl_Bac226_351335168_tax
Bac226_251334929_tax	1	20524	20522	20633	tbl_Bac226_251334929_tax
Bac226_338295792_tax	1	20524	20522	20633	tbl_Bac226_338295792_tax
Bac226_214311008_tax	1	20524	20522	20633	tbl_Bac226_214311008_tax
Bac226_28951929_tax	1	20524	20522	20633	tbl_Bac226_28951929_tax
Bac226_364816874_tax	1	20524	20522	20633	tbl_Bac226_364816874_tax
Bac226_279180918_tax	1	20524	20522	20633	tbl_Bac226_279180918_tax
Bac226_203673847_tax	1	20524	20522	20633	tbl_Bac226_203673847_tax
Bac226_63146113_tax	1	20524	20522	20633	20657
Bac226_244731641_tax	1	20524	20522	20633	20657
Bac226_319988269_tax	1	20524	20522	20633	tbl_Bac226_319988269_tax
Bac226_77362043_tax	1	20524	20522	20633	tbl_Bac226_77362043_tax
Bac226_125581765_tax	1	20524	20522	20633	tbl_Bac226_125581765_tax
Bac226_67552863_tax	1	20524	20522	20633	tbl_Bac226_67552863_tax
Bac226_384867256_tax	1	20524	20522	20633	tbl_Bac226_384867256_tax
Bac226_252109591_tax	1	20524	20522	20633	tbl_Bac226_252109591_tax
Bac226_217077723_tax	1	20524	20522	20633	tbl_Bac226_217077723_tax
Bac226_400960494_tax	1	20524	20522	20633	tbl_Bac226_400960494_tax
Bac226_4791089_tax	1	20524	20522	20633	tbl_Bac226_4791089_tax
Bac226_167917378_tax	1	20524	20522	20633	tbl_Bac226_167917378_tax
Bac226_360676667_tax	1	20524	20522	20633	tbl_Bac226_360676667_tax
Bac226_140277960_tax	1	20524	20522	20633	tbl_Bac226_140277960_tax
Bac226_97527020_tax	1	20524	20522	20633	20669
Bac226_423540678_tax	1	20524	20522	20633	20669
Bac226_395917045_tax	1	20524	20522	20633	tbl_Bac226_395917045_tax
Bac226_66570240_tax	1	20524	20522	20633	tbl_Bac226_66570240_tax
Bac226_672554_tax	1	20524	20522	20633	tbl_Bac226_672554_tax
Bac226_67554886_tax	1	20524	20522	20633	tbl_Bac226_67554886_tax
Bac226_141425865_tax	1	20524	20522	20633	tbl_Bac226_141425865_tax
Bac226_39597277_tax	1	20524	20522	20633	tbl_Bac226_39597277_tax
Bac226_153372019_tax	1	20524	20522	20633	tbl_Bac226_153372019_tax
Bac226_269696419_tax	1	20524	20522	20633	tbl_Bac226_269696419_tax
Bac226_184048828_tax	1	20524	20522	20633	tbl_Bac226_184048828_tax
Bac226_190150368_tax	1	20524	20522	20633	tbl_Bac226_190150368_tax
Bac226_305781406_tax	1	20524	20522	20633	tbl_Bac226_305781406_tax
Bac226_250361901_tax	1	20524	20522	20633	tbl_Bac226_250361901_tax
Bac226_24516297_tax	1	20524	20522	20633	tbl_Bac226_24516297_tax
Bac226_75088484_tax	1	20524	20522	20633	tbl_Bac226_75088484_tax
Bac226_18476663_tax	1	20524	20522	20633	tbl_Bac226_18476663_tax
Bac226_146546871_tax	1	20524	20522	20633	tbl_Bac226_146546871_tax
Bac226_137393375_tax	1	20524	20522	20633	20691
Bac226_106821703_tax	1	20524	20522	20633	20691
Bac226_320183157_tax	1	20524	20522	20633	tbl_Bac226_320183157_tax
Bac226_136225169_tax	1	20524	20522	20633	tbl_Bac226_136225169_tax
Bac226_86118135_tax	1	20524	20522	20633	20694
Bac226_421940501_tax	1	20524	20522	20633	20694
Bac226_312972865_tax	1	20524	20522	20633	20694
Bac226_325075182_tax	1	20524	20522	20633	20694
Bac226_4171662_tax	1	20524	20522	20633	20698
Bac226_19761210_tax	1	20524	20522	20633	20698
Bac226_138065089_tax	1	20524	20522	20633	pbt_Bac226_138065089_tax
Bac226_10895380_tax	1	20524	20522	20633	pbt_Bac226_10895380_tax
Bac226_172700780_tax	1	20524	20522	20633	pbt_Bac226_172700780_tax
Bac226_208590409_tax	1	20524	20522	20633	20701
Bac226_336073766_tax	1	20524	20522	20633	20701
Bac226_258745714_tax	1	20524	20522	20633	tbl_Bac226_258745714_tax
Bac226_277225055_tax	1	20524	20522	20633	tbl_Bac226_277225055_tax
Bac226_377877110_tax	1	20524	20522	20633	tbl_Bac226_377877110_tax
Bac226_302822097_tax	1	20524	20522	20633	tbl_Bac226_302822097_tax
Bac226_27277323_tax	1	20524	20522	20633	tbl_Bac226_27277323_tax
Bac226_131997299_tax	1	20524	20522	20633	tbl_Bac226_131997299_tax
Bac226_120064874_tax	1	20524	20522	20633	tbl_Bac226_120064874_tax
Bac226_15797942_tax	1	20524	20522	20633	tbl_Bac226_15797942_tax
Bac226_230098902_tax	1	20524	20522	20633	tbl_Bac226_230098902_tax
Bac226_296387311_tax	1	20524	20522	20633	tbl_Bac226_296387311_tax
Bac226_349585856_tax	1	20524	20522	20633	tbl_Bac226_349585856_tax
Bac226_383803357_tax	1	20524	20522	20633	tbl_Bac226_383803357_tax
Bac226_52698703_tax	1	20524	20522	20633	tbl_Bac226_52698703_tax
Bac226_296826511_tax	1	20524	20522	20633	tbl_Bac226_296826511_tax
Bac226_102326744_tax	1	20524	20522	20633	tbl_Bac226_102326744_tax
Bac226_239931593_tax	1	20524	20522	20633	20719
Bac226_316881851_tax	1	20524	20522	20633	20719
Bac226_31318767_tax	1	20524	20522	20633	tbl_Bac226_31318767_tax
Bac226_207557818_tax	1	20524	20522	20633	tbl_Bac226_207557818_tax
Bac226_209208624_tax	1	20524	20522	20633	tbl_Bac226_209208624_tax
Bac226_26050561_tax	1	20524	20522	20633	tbl_Bac226_26050561_tax
Bac226_196344801_tax	1	20524	20522	20633	tbl_Bac226_196344801_tax
Bac226_51710891_tax	1	20524	20522	20633	tbl_Bac226_51710891_tax
Bac226_350689860_tax	1	20524	20522	20633	tbl_Bac226_350689860_tax
Bac226_131686878_tax	1	20524	20522	20633	tbl_Bac226_131686878_tax
Bac226_329904206_tax	1	20524	20522	20633	tbl_Bac226_329904206_tax
Bac226_282954500_tax	1	20524	20522	20633	tbl_Bac226_282954500_tax
Bac226_399115523_tax	1	20524	20522	20633	tbl_Bac226_399115523_tax
Bac226_183885706_tax	1	20524	20522	20633	tbl_Bac226_183885706_tax
Bac226_361793962_tax	1	20524	20522	20633	20732
Bac226_395671988_tax	1	20524	20522	20633	20732
Bac226_335120529_tax	1	20524	20522	20633	20734
Bac226_197401579_tax	1	20524	20522	20633	20734
Bac226_261710022_tax	1	20524	20522	20633	tbl_Bac226_261710022_tax
Bac226_176369100_tax	1	20524	20522	20633	tbl_Bac226_176369100_tax
Bac226_140435185_tax	1	20524	20522	20633	20738
Bac226_140279217_tax	1	20524	20522	20633	20738
Bac226_385953812_tax	1	20524	20522	20633	20738
Bac226_46695079_tax	1	20524	20522	20633	20738
Bac226_331756862_tax	1	20524	20522	20633	20738
Bac226_209698624_tax	1	20524	20522	20633	tbl_Bac226_209698624_tax
Bac226_67985196_tax	1	20524	20522	20633	pbt_Bac226_67985196_tax
Bac226_361900711_tax	1	20524	20522	20633	pbt_Bac226_361900711_tax
Bac226_259194921_tax	1	20524	20522	20633	tbl_Bac226_259194921_tax
Bac226_141590060_tax	1	20524	20522	20633	pbt_Bac226_141590060_tax
Bac226_317672436_tax	1	20524	20522	20633	pbt_Bac226_317672436_tax
Bac226_157956966_tax	1	20524	20522	20633	20752
Bac226_321077134_tax	1	20524	20522	20633	20752
Bac226_71433470_tax	1	20524	20522	20633	20752
Bac226_391938711_tax	1	20524	20522	20633	20752
EukM6_1551452_tax	1	20524	20522	20633	20752
Bac226_119964688_tax	1	20524	20522	20633	20752
Bac226_184595746_tax	1	20524	20522	20633	20752
Bac226_316688224_tax	1	20524	20522	20633	20752
Bac226_361745744_tax	1	20524	20522	20633	20761
Bac226_162533328_tax	1	20524	20522	20633	20761
Bac226_305253155_tax	1	20524	20522	20633	20761
Bac226_324170129_tax	1	20524	20522	20633	20761
Bac226_344130884_tax	1	20524	20522	20633	pbt_Bac226_344130884_tax
Bac226_39553466_tax	1	20524	20522	20633	20764
Bac226_303209304_tax	1	20524	20522	20633	20764
Bac226_401215088_tax	1	20524	20522	20633	20766
Bac226_336763019_tax	1	20524	20522	20633	20766
Bac226_199476073_tax	1	20524	20522	20633	20766
Bac226_150380519_tax	1	20524	20522	20633	20766
Bac226_333885684_tax	1	20524	20522	20633	20766
Bac226_209603803_tax	1	20524	20522	20633	20766
Bac226_144485715_tax	1	20524	20522	20633	20766
Bac226_65440232_tax	1	20524	20522	20633	20766
Bac226_333586683_tax	1	20524	20522	20633	20766
Bac226_238107625_tax	1	20524	20522	20633	tbl_Bac226_238107625_tax
Bac226_337925329_tax	1	20524	20522	20633	tbl_Bac226_337925329_tax
Bac226_52061397_tax	1	20524	20522	20633	pbt_Bac226_52061397_tax
Bac226_348933229_tax	1	20524	20522	20633	pbt_Bac226_348933229_tax
Bac226_247568344_tax	1	20524	20522	20633	tbl_Bac226_247568344_tax
Bac226_88071680_tax	1	20524	20522	20633	tbl_Bac226_88071680_tax
Bac226_121935344_tax	1	20524	20522	20633	tbl_Bac226_121935344_tax
Bac226_401900908_tax	1	20524	20522	20633	pbt_Bac226_401900908_tax
Bac226_359231218_tax	1	20524	20522	20633	pbt_Bac226_359231218_tax
Bac226_376898777_tax	1	20524	20522	20633	pbt_Bac226_376898777_tax
Bac226_186230343_tax	1	20524	20522	20633	pbt_Bac226_186230343_tax
Bac226_263815631_tax	1	20524	20522	20633	pbt_Bac226_263815631_tax
Bac226_412946502_tax	1	20524	20522	20633	pbt_Bac226_412946502_tax
Bac226_31289081_tax	1	20524	20522	20633	20787
Bac226_30565905_tax	1	20524	20522	20633	20787
Bac226_41906148_tax	1	20524	20522	20633	20787
Bac226_59452979_tax	1	20524	20522	20633	tbl_Bac226_59452979_tax
Bac226_80181627_tax	1	20524	20522	20633	20789
Bac226_217694477_tax	1	20524	20522	20633	20789
Bac226_306148000_tax	1	20524	20522	20633	20792
Bac226_19663510_tax	1	20524	20522	20633	20792
Bac226_292707898_tax	1	20524	20522	20633	20792
Bac226_337626293_tax	1	20524	20522	20633	20792
Bac226_218387237_tax	1	20524	20522	20633	20796
Bac226_112286155_tax	1	20524	20522	20633	20796
Bac226_157719915_tax	1	20524	20522	20633	20796
Bac226_276603280_tax	1	20524	20522	20633	20796
Bac226_155392375_tax	1	20524	20522	20633	pbt_Bac226_155392375_tax
Bac226_82377054_tax	1	20524	20522	20633	pbt_Bac226_82377054_tax
Bac226_332329355_tax	1	20524	20522	20633	pbt_Bac226_332329355_tax
Bac226_281376739_tax	1	20524	20522	20633	pbt_Bac226_281376739_tax
Bac226_313503814_tax	1	20524	20522	20633	pbt_Bac226_313503814_tax
Bac226_303225941_tax	1	20524	20522	20633	tbl_Bac226_303225941_tax
Bac226_331854170_tax	1	20524	20522	20633	20807
Bac226_140399406_tax	1	20524	20522	20633	20807
Bac226_107893663_tax	1	20524	20522	20633	pbt_Bac226_107893663_tax
Bac226_154445940_tax	1	20524	20522	20633	tbl_Bac226_154445940_tax
Bac226_349363569_tax	1	20524	20522	20633	pb_20809
Bac226_403062235_tax	1	20524	20522	20633	pb_20809
Bac226_51399986_tax	1	20524	20522	20633	20812
Bac226_259318047_tax	1	20524	20522	20633	20812
Bac226_64289192_tax	1	20524	20522	20633	pb_20811
Bac226_392783277_tax	1	20524	20522	20633	pb_20811
Bac226_162625679_tax	1	20524	20522	20633	pb_20811
Bac226_46475876_tax	1	20524	20522	20633	pbt_Bac226_46475876_tax
Bac226_328118831_tax	1	20524	20522	20633	pbt_Bac226_328118831_tax
Bac226_152517299_tax	1	20524	20522	20633	pbt_Bac226_152517299_tax
Bac226_411274329_tax	1	20524	20522	20633	pbt_Bac226_411274329_tax
Bac226_177651490_tax	1	20524	20522	20633	pbt_Bac226_177651490_tax
Bac226_393107627_tax	1	20524	20522	20633	pbt_Bac226_393107627_tax
Bac226_383979482_tax	1	20524	20522	20633	pbt_Bac226_383979482_tax
Bac226_422961251_tax	1	20524	20522	20633	tbl_Bac226_422961251_tax
Bac226_282803692_tax	1	20524	20522	20633	tbl_Bac226_282803692_tax
Bac226_73035594_tax	1	20524	20522	20633	tbl_Bac226_73035594_tax
Bac226_46125602_tax	1	20524	20522	20633	20826
Bac226_313552833_tax	1	20524	20522	20633	20826
Bac226_187345888_tax	1	20524	20522	20633	tbl_Bac226_187345888_tax
Bac226_379531560_tax	1	20524	20522	20633	tbl_Bac226_379531560_tax
Bac226_29805230_tax	1	20524	20522	20633	tbl_Bac226_29805230_tax
Bac226_340767061_tax	1	20524	20522	20633	tbl_Bac226_340767061_tax
Bac226_361210530_tax	1	20524	20522	20633	20830
Bac226_299138693_tax	1	20524	20522	20633	20830
Bac226_66290228_tax	1	20524	20522	20633	20830
Bac226_292437987_tax	1	20524	20522	20833	tbl_Bac226_292437987_tax
Bac226_103601422_tax	1	20524	20522	20833	tbl_Bac226_103601422_tax
Bac226_412854410_tax	1	20524	20522	20833	tbl_Bac226_412854410_tax
Bac226_386561228_tax	1	20524	20522	20833	tbl_Bac226_386561228_tax
Bac226_357485709_tax	1	20524	20522	20833	tbl_Bac226_357485709_tax
Bac226_133386261_tax	1	20524	20522	20833	tbl_Bac226_133386261_tax
Bac226_389637704_tax	1	20524	20522	20840	tbl_Bac226_389637704_tax
Bac226_194090026_tax	1	20524	20522	20840	tbl_Bac226_194090026_tax
Bac226_394508093_tax	1	20524	20522	pb_20838	tbl_Bac226_394508093_tax
Bac226_297145072_tax	1	20524	20522	20841	tbl_Bac226_297145072_tax
Bac226_391275727_tax	1	20524	20522	20841	pbt_Bac226_391275727_tax
Bac226_66790974_tax	1	20524	20522	20841	pbt_Bac226_66790974_tax
Bac226_384194544_tax	1	20524	20522	20841	tbl_Bac226_384194544_tax
Bac226_67284515_tax	1	20524	20522	20841	tbl_Bac226_67284515_tax
Bac226_235534709_tax	1	20524	20522	20846	tbl_Bac226_235534709_tax
Bac226_303911671_tax	1	20524	20522	20846	tbl_Bac226_303911671_tax
Bac226_241184519_tax	1	20524	20522	20846	tbl_Bac226_241184519_tax
Bac226_143315763_tax	1	20524	20522	20846	tbl_Bac226_143315763_tax
Bac226_310001114_tax	1	20524	20522	20846	tbl_Bac226_310001114_tax
Bac226_669180_tax	1	20524	20522	20846	tbl_Bac226_669180_tax
Bac226_248047723_tax	1	20524	20522	20846	tbl_Bac226_248047723_tax
Bac226_244075446_tax	1	20524	20522	20852	20854
Bac226_403231413_tax	1	20524	20522	20852	20854
Bac226_412306261_tax	1	20524	20522	20852	tbl_Bac226_412306261_tax
Bac226_96197757_tax	1	20524	20522	20852	tbl_Bac226_96197757_tax
Bac226_153970703_tax	1	20524	20522	20852	tbl_Bac226_153970703_tax
Bac226_305522291_tax	1	20524	20522	20852	tbl_Bac226_305522291_tax
Bac226_223167866_tax	1	20524	20522	pb_20861	tbl_Bac226_223167866_tax
Bac226_420009652_tax	1	20524	20522	pb_20861	tbl_Bac226_420009652_tax
Bac226_132186046_tax	1	20524	20522	20863	tbl_Bac226_132186046_tax
Bac226_26302209_tax	1	20524	20522	20863	tbl_Bac226_26302209_tax
Bac226_103237023_tax	1	20524	20522	20864	tbl_Bac226_103237023_tax
Bac226_278685639_tax	1	20524	20522	20864	tbl_Bac226_278685639_tax
Bac226_106070146_tax	1	20524	20522	20864	tbl_Bac226_106070146_tax
Bac226_92032005_tax	1	20524	20522	20864	tbl_Bac226_92032005_tax
Bac226_329477819_tax	1	20524	20522	20864	20872
Bac226_246949701_tax	1	20524	20522	20864	20872
Bac226_15529171_tax	1	20524	20522	20864	tbl_Bac226_15529171_tax
Bac226_265398464_tax	1	20524	20522	20864	tbl_Bac226_265398464_tax
Bac226_248385774_tax	1	20524	20522	20864	tbl_Bac226_248385774_tax
Bac226_119602228_tax	1	20524	20522	20864	tbl_Bac226_119602228_tax
Bac226_246352106_tax	1	20524	20522	20864	tbl_Bac226_246352106_tax
Bac226_200892383_tax	1	20524	20522	20876	tbl_Bac226_200892383_tax
Bac226_147802733_tax	1	20524	20522	20876	tbl_Bac226_147802733_tax
Bac226_27615034_tax	1	20524	20522	20876	tbl_Bac226_27615034_tax
Bac226_71439288_tax	1	20524	20522	20876	tbl_Bac226_71439288_tax
Bac226_7120540_tax	1	20524	20522	20876	tbl_Bac226_7120540_tax
Bac226_15971849_tax	1	20524	20522	20876	tbl_Bac226_15971849_tax
Bac226_44776437_tax	1	20524	20522	20876	tbl_Bac226_44776437_tax
Bac226_246370237_tax	1	20524	20522	20876	pbt_Bac226_246370237_tax
Bac226_356148351_tax	1	20524	20522	20876	pbt_Bac226_356148351_tax
Bac226_376543081_tax	1	20524	20522	20876	pbt_Bac226_376543081_tax
Bac226_57446704_tax	1	20524	20522	20876	pbt_Bac226_57446704_tax
Bac226_102418695_tax	1	20524	20522	20876	pbt_Bac226_102418695_tax
Bac226_260644333_tax	1	20524	20522	20876	tbl_Bac226_260644333_tax
Bac226_181717141_tax	1	20524	20522	20876	20893
Bac226_261738529_tax	1	20524	20522	20876	20893
Bac226_305793656_tax	1	20524	20522	20876	tbl_Bac226_305793656_tax
Bac226_402101705_tax	1	20524	20522	20876	tbl_Bac226_402101705_tax
Bac226_331439744_tax	1	20524	20522	20876	tbl_Bac226_331439744_tax
Bac226_357980925_tax	1	20524	20522	20876	20902
Bac226_185038260_tax	1	20524	20522	20876	20902
Bac226_54951812_tax	1	20524	20522	20876	pbt_Bac226_54951812_tax
Bac226_173256843_tax	1	20524	20522	20876	pbt_Bac226_173256843_tax
Bac226_163549731_tax	1	20524	20522	20876	pbt_Bac226_163549731_tax
Bac226_58122319_tax	1	20524	20522	20876	pbt_Bac226_58122319_tax
Bac226_64905975_tax	1	20524	20522	20876	pbt_Bac226_64905975_tax
Bac226_93287802_tax	1	20524	20522	20876	20910
Bac226_254749849_tax	1	20524	20522	20876	20910
Bac226_235258099_tax	1	20524	20522	20876	20910
Bac226_298544057_tax	1	20524	20522	20876	20910
Bac226_114849140_tax	1	20524	20522	20876	20910
Bac226_291739651_tax	1	20524	20522	20876	20910
Bac226_319958734_tax	1	20524	20522	20876	20910
Bac226_363034051_tax	1	20524	20522	20876	20910
Bac226_219726212_tax	1	20524	20522	20876	20910
Bac226_116786605_tax	1	20524	20522	20876	20910
Bac226_22004836_tax	1	20524	20522	20876	20910
Bac226_376600596_tax	1	20524	20522	20876	20910
Bac226_103101701_tax	1	20524	20522	20876	20910
Bac226_286057364_tax	1	20524	20522	20876	20910
Bac226_281808034_tax	1	20524	20522	20876	20910
Bac226_415023546_tax	1	20524	20522	20876	20910
Bac226_151519315_tax	1	20524	20522	20876	20910
Bac226_251406026_tax	1	20524	20522	20876	20910
Bac226_48573151_tax	1	20524	20522	20876	20910
Bac226_413921327_tax	1	20524	20522	20876	20910
Bac226_366293278_tax	1	20524	20522	20876	20910
Bac226_121264007_tax	1	20524	20522	20876	20910
Bac226_36665007_tax	1	20524	20522	20876	20910
Bac226_420841754_tax	1	20524	20522	20876	20910
Bac226_394110869_tax	1	20524	20522	20876	20910
Bac226_161786172_tax	1	20524	20522	20876	20935
Bac226_399544170_tax	1	20524	20522	20876	20935
Bac226_52527606_tax	1	20524	20522	20876	pbt_Bac226_52527606_tax
Bac226_156110480_tax	1	20524	20522	20876	pbt_Bac226_156110480_tax
Bac226_54013381_tax	1	20524	20522	20876	20940
Bac226_141180596_tax	1	20524	20522	20876	20940
Bac226_67210368_tax	1	20524	20522	20876	20942
Bac226_251611752_tax	1	20524	20522	20876	20942
Bac226_396349165_tax	1	20524	20522	20876	20942
Bac226_132191278_tax	1	20524	20522	20876	pb_20939
Bac226_217623724_tax	1	20524	20522	20876	20944
Bac226_21473635_tax	1	20524	20522	20876	20944
Bac226_216904353_tax	1	20524	20522	20876	20944
Bac226_344490389_tax	1	20524	20522	20876	pbt_Bac226_344490389_tax
Bac226_15805911_tax	1	20524	20522	20876	pbt_Bac226_15805911_tax
Bac226_184767085_tax	1	20524	20522	20876	pbt_Bac226_184767085_tax
Bac226_398560316_tax	1	20524	20522	20876	tbl_Bac226_398560316_tax
Bac226_17120666_tax	1	20524	20522	20876	tbl_Bac226_17120666_tax
Bac226_186571738_tax	1	20524	20522	20876	pbt_Bac226_186571738_tax
Bac226_254547597_tax	1	20524	20522	20876	pbt_Bac226_254547597_tax
Bac226_175247594_tax	1	20524	20522	20876	tbl_Bac226_175247594_tax
Bac226_30279266_tax	1	20524	20522	20876	20953
Bac226_248279140_tax	1	20524	20522	20876	20953
Bac226_150152462_tax	1	20524	20522	20876	pbt_Bac226_150152462_tax
Bac226_229299610_tax	1	20524	20522	20876	pbt_Bac226_229299610_tax
Bac226_274951548_tax	1	20524	20522	20876	20956
Bac226_370579142_tax	1	20524	20522	20876	20956
Bac226_309993082_tax	1	20524	20522	20876	20956
Bac226_238284599_tax	1	20524	20522	20876	tbl_Bac226_238284599_tax
Bac226_391142417_tax	1	20524	20522	20876	tbl_Bac226_391142417_tax
Bac226_136093949_tax	1	20524	20522	20876	tbl_Bac226_136093949_tax
Bac226_21776726_tax	1	20524	20522	20876	20962
Bac226_382836836_tax	1	20524	20522	20876	20962
Bac226_202774953_tax	1	20524	20522	20876	20962
Bac226_51537285_tax	1	20524	20522	20876	20962
Bac226_347687244_tax	1	20524	20522	20876	tbl_Bac226_347687244_tax
Bac226_325318651_tax	1	20524	20522	20876	20965
Bac226_403008453_tax	1	20524	20522	20876	20965
Bac226_234316107_tax	1	20524	20522	20876	tbl_Bac226_234316107_tax
Bac226_217288192_tax	1	20524	20522	20876	tbl_Bac226_217288192_tax
Bac226_311181135_tax	1	20524	20522	20876	tbl_Bac226_311181135_tax
Bac226_18212096_tax	1	20524	20522	20876	tbl_Bac226_18212096_tax
Bac226_329810800_tax	1	20524	20522	20876	tbl_Bac226_329810800_tax
Bac226_35395090_tax	1	20524	20522	20876	20977
Bac226_255651331_tax	1	20524	20522	20876	20977
Bac226_83056560_tax	1	20524	20522	20876	pbt_Bac226_83056560_tax
Bac226_7779359_tax	1	20524	20522	20876	tbl_Bac226_7779359_tax
Bac226_336422256_tax	1	20524	20522	20876	20978
Bac226_270653540_tax	1	20524	20522	20876	20978
Bac226_69046438_tax	1	20524	20522	20876	20978
Bac226_228985331_tax	1	20524	20522	20876	tbl_Bac226_228985331_tax
Bac226_158261349_tax	1	20524	20522	20876	tbl_Bac226_158261349_tax
Bac226_113699371_tax	1	20524	20522	20876	tbl_Bac226_113699371_tax
Bac226_74342740_tax	1	20524	20522	20876	tbl_Bac226_74342740_tax
Bac226_361461489_tax	1	20524	20522	20876	20987
Bac226_85421175_tax	1	20524	20522	20876	20987
Bac226_299186563_tax	1	20524	20522	20876	20987
Bac226_95203553_tax	1	20524	20522	20876	20991
Bac226_52743411_tax	1	20524	20522	20876	20991
Bac226_99357684_tax	1	20524	20522	20876	20992
Bac226_352129430_tax	1	20524	20522	20876	20992
Bac226_168502484_tax	1	20524	20522	20876	tbl_Bac226_168502484_tax
Bac226_146709058_tax	1	20524	20522	20876	tbl_Bac226_146709058_tax
Bac226_215875112_tax	1	20524	20522	20876	tbl_Bac226_215875112_tax
Bac226_278476938_tax	1	20524	20522	20876	20997
Bac226_329606943_tax	1	20524	20522	20876	20997
Bac226_372221183_tax	1	20524	20522	20876	20997
Bac226_342935995_tax	1	20524	20522	20876	tbl_Bac226_342935995_tax
Bac226_7077325_tax	1	20524	20522	20876	tbl_Bac226_7077325_tax
Bac226_290965207_tax	1	20524	20522	20876	tbl_Bac226_290965207_tax
Bac226_176194751_tax	1	20524	20522	20876	21003
Bac226_57917173_tax	1	20524	20522	20876	21003
Bac226_303470528_tax	1	20524	20522	20876	21003
Bac226_115938029_tax	1	20524	20522	20876	21003
Bac226_339392187_tax	1	20524	20522	20876	21003
Bac226_211626164_tax	1	20524	20522	20876	21008
Bac226_47856186_tax	1	20524	20522	20876	21008
Bac226_415432984_tax	1	20524	20522	20876	pbt_Bac226_415432984_tax
Bac226_52145514_tax	1	20524	20522	20876	pbt_Bac226_52145514_tax
Bac226_228558683_tax	1	20524	20522	20876	21014
Bac226_113203600_tax	1	20524	20522	20876	21014
Bac226_321491579_tax	1	20524	20522	20876	21014
Bac226_288871041_tax	1	20524	20522	20876	21014
